Category,ID,Rule_Text,Flag
VERILOG_OPERATORS,5,"Comparison operations with parameters must use parentheses to clarify order: '(count >= PARAM_THRESHOLD)' not 'count >= PARAM_THRESHOLD' in complex expressions.",
VERILOG_OPERATORS,6,"Replication operator must use named constants: '{PARAM_COUNT{1'b0}}' not '{8{1'b0}}' unless count is truly a magic number.",
VERILOG_OPERATORS,7,"Concatenation operations spanning multiple lines must align opening braces and use indentation to show structure and hierarchy.",
VERILOG_OPERATORS,8,"Always use explicit 'signed' or 'unsigned' keywords when declaration intent matters for arithmetic operations.",
VERILOG_OPERATORS,9,"Arithmetic overflow and underflow must be explicitly handled or documented as acceptable (e.g., '// Counter wraps at max_value, wraparound is expected behavior').",
VERILOG_OPERATORS,10,"Division and modulo operations must document handling of division by zero; either prove it cannot occur or add explicit checking.",
VERILOG_OPERATORS,11,"Bit reduction operators (& | ^ ~& ~| ~^) must have explicit width context in comment (e.g., '// Reduce 8-bit input to single parity bit').",
VERILOG_ARRAYS,1,"Array declarations must specify dimensions clearly: use '[N-1:0][M-1:0]' for N elements of M-bit width, not '[N*M-1:0]' for multidimensional logical structures; prioritize using multi-dimension rather than packed arrays unless otherwise specified.",
VERILOG_ARRAYS,2,"Loop bounds must use parameters or localparams, never hardcoded values (e.g., 'for (i = 0; i < PARAM_NUM_ENTRIES; i = i + 1)').",
VERILOG_ARRAYS,3,"Generate loops must evaluate to deterministic hardware; avoid using generate with runtime variables or signals.",
VERILOG_ARRAYS,4,"Array indexing must include bounds checking documentation; if dynamic index used, document valid range and out-of-range behavior.",
VERILOG_ARRAYS,5,"Multi-dimensional array access must use clear indexing; document which dimension represents what (e.g., '[bank][entry]' with comment '// [PARAM_NUM_BANKS][PARAM_ENTRIES_PER_BANK]').",
VERILOG_TYPES,1,"DO NOT USE X or Z values in synthesizable RTL; use only for testbench.",
VERILOG_TYPES,2,"Use 'struct packed' for related signals that are always manipulated together; include the struct definition in a package for reuse.",
VERILOG_TYPES,3,"Parameterized bus widths must use arithmetic expressions with parentheses for clarity: '(PARAM_DATA_WIDTH * 2)' not 'PARAM_DATA_WIDTH*2', especially in complex expressions.",
VERILOG_TYPES,4,"User-defined types must be defined in packages and imported; avoid typedef in module body for types used across multiple modules to enhance sharing with verification.",
VERILOG_TYPES,5,"Enumerated types must specify explicit encoding if one-hot or specific encoding required; document encoding choice in comment.",
VERILOG_TYPES,6,"Struct and union types must have meaningful field names; document the purpose of each field in package definition.",
VERILOG_INSTANTIATION,1,"Port connections in instantiations must use explicit named port connection (.port_name(signal_name)) never positional connections or wildcarded connections.",
VERILOG_INSTANTIATION,2,"When connecting buses to sub-modules, document width matching explicitly if any width conversion occurs (concatenation, truncation, extension, shifting).",
VERILOG_INSTANTIATION,3,"Module instantiations must be clearly commented with purpose of instance and any special configuration via parameters.",
VERILOG_INSTANTIATION,4,"Unconnected ports in instantiations must be explicitly shown as open; document why port is not connected, add a inline comment with 'INTENTIONAL_OPEN' string.",
VERILOG_INSTANTIATION,5,"Parameter overrides in instantiation must be documented showing both default value and overridden value with justification.",
VERILOG_SYNTHESIS,1,"DO NOT use 'disable' statement in procedural code; prefer structured exits when possible; if required, document explaining control flow justification.",
VERILOG_SYNTHESIS,2,"Synthesis pragmas and attributes must be documented with tool name and purpose (e.g., '// synthesis translate_off' for simulation-only code).",
VERILOG_SYNTHESIS,3,"Code that differs between simulation and synthesis (non synthesizable code ex.) initial blocks) must be clearly isolated with ifdef protection and documented with rationale.",
VERILOG_SYNTHESIS,4,"Full_case and parallel_case pragmas must NOT be used; use standard 'case' with a mandatory 'default' branch instead (see VERILOG_FSM,3); do NOT use 'unique case' or 'priority case'.",
VERILOG_BEST_PRACTICES,1,"Line length should not exceed 120 characters for readability; break long lines at logical boundaries with proper indentation.",
VERILOG_BEST_PRACTICES,2,"Avoid deeply nested conditional logic (>2 levels); refactor into separate functions or always_comb blocks for clarity.",
VERILOG_BEST_PRACTICES,3,"Magic numbers in bit manipulation must be replaced with self-documenting localparams (e.g., LP_ADDR_LSB instead of 2).",
VERILOG_BEST_PRACTICES,4,"Regular expressions or patterns in code (e.g., address decode) must be commented explaining the pattern and any special cases.",
VERILOG_BEST_PRACTICES,5,"Performance critical code paths must be marked with comment indicating timing constraint and current implementation strategy, use 'TIMING_CRITICAL' tag.",
VERILOG_BEST_PRACTICES,6,"Endian-ness of multi-byte data must be explicitly documented where byte ordering matters (e.g., memory interfaces, network protocols).",
VERILOG_BEST_PRACTICES,7,"Data structure packing (structs) must document field order and any padding bits inserted for alignment.",
VERILOG_BEST_PRACTICES,8,"Conditional compilation using `ifdef must document all supported build configurations and recommended default.",
VERILOG_SYNTHESIS,5,"DO NOT use 'automatic' storage class on variables inside always_comb or always_ff blocks (e.g., 'automatic logic', 'automatic int unsigned'). These are not synthesizable. Instead, declare all intermediate signals in the module-level wire/logic declarations section and assign them inside the procedural block. The 'automatic' keyword is permitted ONLY inside function/task definitions.",
